plate_id,id,run_date,site,plot,depth_cm,rep,mass_kg,poxc_mg_kg,sample.date,sample_name
abs_20251219_plate13,311,20251219,CCNRD,212,90,A,0.0024731,188.8393391,2025,212CCNRD90
abs_20251219_plate13,312,20251219,CCNRD,212,90,B,0.0024639,162.2166065,2025,212CCNRD90
abs_20251219_plate13,313,20251219,CCNRD,301,90,A,0.0024936,357.8926713,2025,301CCNRD90
abs_20251219_plate13,314,20251219,CCNRD,301,90,B,0.0025069,73.97339416,2025,301CCNRD90
abs_20251219_plate13,315,20251219,CCNRD,302,90,A,0.0025062,252.2905821,2025,302CCNRD90
abs_20251219_plate13,316,20251219,CCNRD,302,90,B,0.0024699,185.3665277,2025,302CCNRD90
abs_20251219_plate13,317,20251219,CCNRD,303,90,A,0.0024733,321.2316137,2025,303CCNRD90
abs_20251219_plate13,318,20251219,CCNRD,303,90,B,0.0025165,225.7175357,2025,303CCNRD90
abs_20251219_plate13,319,20251219,CCNRD,304,90,A,0.0024728,244.5589247,2025,304CCNRD90
abs_20251219_plate13,320,20251219,CCNRD,304,90,B,0.0025428,224.5865867,2025,304CCNRD90
abs_20251219_plate13,321,20251219,CCNRD,305,90,A,0.0025319,241.2680191,2025,305CCNRD90
abs_20251219_plate13,322,20251219,CCNRD,305,90,B,0.0025,159.8741987,2025,305CCNRD90
abs_20251219_plate13,323,20251219,CCNRD,306,90,A,0.0025308,170.0219057,2025,306CCNRD90
abs_20251219_plate13,324,20251219,CCNRD,306,90,B,0.0025167,170.9744661,2025,306CCNRD90
abs_20251219_plate13,325,20251219,CCNRD,307,90,A,0.002507,243.6643388,2025,307CCNRD90
abs_20251219_plate13,357,20251219,soil standard,NA,NA,NA,0.0025274,585.6117963,2025,SS05
abs_20251219_plate14,326,20251219,CCNRD,307,90,B,0.002478,293.4583012,2025,307CCNRD90
abs_20251219_plate14,327,20251219,CCNRD,308,90,A,0.0024831,294.0972534,2025,308CCNRD90
abs_20251219_plate14,328,20251219,CCNRD,308,90,B,0.0024864,244.1055791,2025,308CCNRD90
abs_20251219_plate14,329,20251219,CCNRD,309,90,A,0.0025126,209.6554987,2025,309CCNRD90
abs_20251219_plate14,330,20251219,CCNRD,309,90,B,0.0024901,210.311709,2025,309CCNRD90
abs_20251219_plate14,331,20251219,CCNRD,310,90,A,0.0024748,172.9906997,2025,310CCNRD90
abs_20251219_plate14,332,20251219,CCNRD,310,90,B,0.0024949,1160.244076,2025,310CCNRD90
abs_20251219_plate14,333,20251219,CCNRD,311,90,A,0.002475,191.6628991,2025,311CCNRD90
abs_20251219_plate14,334,20251219,CCNRD,311,90,B,0.0025135,192.4071349,2025,311CCNRD90
abs_20251219_plate14,335,20251219,CCNRD,312,90,A,0.0025276,224.2689741,2025,312CCNRD90
abs_20251219_plate14,336,20251219,CCNRD,312,90,B,0.002507,153.5509817,2025,312CCNRD90
abs_20251219_plate14,337,20251219,CCNRD,401,90,A,0.0024881,360.4223063,2025,401CCNRD90
abs_20251219_plate14,338,20251219,CCNRD,401,90,B,0.0024923,300.4342201,2025,401CCNRD90
abs_20251219_plate14,339,20251219,CCNRD,402,90,A,0.0024892,163.3194791,2025,402CCNRD90
abs_20251219_plate14,340,20251219,CCNRD,402,90,B,0.0024918,503.4192941,2025,402CCNRD90
abs_20251219_plate14,341,20251219,CCNRD,403,90,A,0.0025111,165.5786332,2025,403CCNRD90
abs_20251219_plate14,342,20251219,CCNRD,403,90,B,0.002505,188.1367089,2025,403CCNRD90
abs_20251219_plate14,343,20251219,CCNRD,404,90,A,0.0025175,193.3261383,2025,404CCNRD90
abs_20251219_plate14,344,20251219,CCNRD,404,90,B,0.0025229,157.4716354,2025,404CCNRD90
abs_20251219_plate14,345,20251219,CCNRD,405,90,A,0.0025143,169.0467184,2025,405CCNRD90
abs_20251219_plate14,346,20251219,CCNRD,405,90,B,0.002522,172.1981849,2025,405CCNRD90
abs_20251219_plate14,347,20251219,CCNRD,406,90,A,0.0025245,1364.034862,2025,406CCNRD90
abs_20251219_plate14,348,20251219,CCNRD,406,90,B,0.0024849,200.8255588,2025,406CCNRD90
abs_20251219_plate14,349,20251219,CCNRD,407,90,A,0.002536,234.4681522,2025,407CCNRD90
abs_20251219_plate14,350,20251219,CCNRD,407,90,B,0.002496,260.4604103,2025,407CCNRD90
abs_20251219_plate14,357,20251219,soil standard,NA,NA,NA,0.0025274,576.8428744,2025,SS05
abs_20251219_plate15,351,20251219,CCNRD,408,90,A,0.0024871,134.2977729,2025,408CCNRD90
abs_20251219_plate15,352,20251219,CCNRD,408,90,B,0.0025327,253.9158528,2025,408CCNRD90
abs_20251219_plate15,357,20251219,soil standard,NA,NA,NA,0.0025274,580.1565974,2025,SS05
abs_20251219_plate9,201,20251219,CCNRD,201,60,A,0.0024733,136.7670204,2025,201CCNRD60
abs_20251219_plate9,202,20251219,CCNRD,201,60,B,0.0025176,171.7142411,2025,201CCNRD60
abs_20251219_plate9,203,20251219,CCNRD,202,60,A,0.0025131,178.258495,2025,202CCNRD60
abs_20251219_plate9,204,20251219,CCNRD,202,60,B,0.0024788,185.7835824,2025,202CCNRD60
abs_20251219_plate9,205,20251219,CCNRD,203,60,A,0.0024746,226.6352971,2025,203CCNRD60
abs_20251219_plate9,206,20251219,CCNRD,203,60,B,0.0025232,266.995081,2025,203CCNRD60
abs_20251219_plate9,207,20251219,CCNRD,204,60,A,0.002498,131.6499925,2025,204CCNRD60
abs_20251219_plate9,208,20251219,CCNRD,204,60,B,0.0024878,128.4096355,2025,204CCNRD60
abs_20251219_plate9,209,20251219,CCNRD,205,60,A,0.0025159,190.519784,2025,205CCNRD60
abs_20251219_plate9,210,20251219,CCNRD,205,60,B,0.0025063,152.476596,2025,205CCNRD60
abs_20251219_plate9,211,20251219,CCNRD,206,60,A,0.0024812,222.2422682,2025,206CCNRD60
abs_20251219_plate9,212,20251219,CCNRD,206,60,B,0.0024872,133.4819924,2025,206CCNRD60
abs_20251219_plate9,213,20251219,CCNRD,207,60,A,0.0024867,183.9327679,2025,207CCNRD60
abs_20251219_plate9,214,20251219,CCNRD,207,60,B,0.0025127,284.3290004,2025,207CCNRD60
abs_20251219_plate9,215,20251219,CCNRD,208,60,A,0.0024863,228.0904019,2025,208CCNRD60
abs_20251219_plate9,216,20251219,CCNRD,208,60,B,0.0025242,253.228729,2025,208CCNRD60
abs_20251219_plate9,217,20251219,CCNRD,209,60,A,0.0024809,195.7346868,2025,209CCNRD60
abs_20251219_plate9,218,20251219,CCNRD,209,60,B,0.0024934,163.3231463,2025,209CCNRD60
abs_20251219_plate9,219,20251219,CCNRD,210,60,A,0.0025245,136.4766614,2025,210CCNRD60
abs_20251219_plate9,220,20251219,CCNRD,210,60,B,0.0024997,96.44726949,2025,210CCNRD60
abs_20251219_plate9,221,20251219,CCNRD,211,60,A,0.0025106,128.4920821,2025,211CCNRD60
abs_20251219_plate9,222,20251219,CCNRD,211,60,B,0.0025308,277.3409827,2025,211CCNRD60
abs_20251219_plate9,223,20251219,CCNRD,212,60,A,0.0025233,264.4998725,2025,212CCNRD60
abs_20251219_plate9,224,20251219,CCNRD,212,60,B,0.0025181,291.1885389,2025,212CCNRD60
abs_20251219_plate9,225,20251219,CCNRD,301,60,A,0.0025275,257.8591011,2025,301CCNRD60
abs_20251219_plate9,357,20251219,soil standard,NA,NA,NA,0.0025274,551.820014,2025,SS05
