"pause","study","plot","depth.cm","soilmass","cup_label","sample.id","mL_water","start","end","ppm.approx","readtime","readdate","temp1_C","temp2_C","NOTES","time","ppm","line","ppm.corr","days","ugC.L","ugC.g.day"
111,"CCNRD","206","30",10.0171,"146c","206CCNRD30","2.04",2025-12-17 14:38:00,2025-12-17 14:40:00,2368,"14:39",11042025,26,26,"","14:39:01",2752.50666666667,16999,2031.45215277778,1.00002314814815,996.396291406148,92.7034618562978
112,"CCNRD","207","30",10.0039,"147a","207CCNRD30","2.04",2025-12-17 14:40:00,2025-12-17 14:42:00,2842,"14:41",11042025,26,26,"","14:41:19",2551.17166666667,17141,1830.11715277778,1.00002314814815,897.644545244691,83.6259209674641
113,"CCNRD","207","30",9.9999,"147b","207CCNRD30","2.04",2025-12-17 14:42:00,2025-12-17 14:44:00,2639,"14:43",11042025,26,26,"plugged late","14:43:02",2453.185,17294,1732.13048611111,1.00002314814815,849.583580018208,79.1801486037015
114,"CCNRD","207","30",10.0007,"147c","207CCNRD30","2.04",2025-12-17 14:44:00,2025-12-17 14:46:00,2537,"14:45",11042025,26,26,"","14:45:04",2486.735,17472,1765.68048611111,1.00002314814815,866.039343217438,80.7073489169958
115,"CCNRD","208","30",10.0283,"148a","208CCNRD30","2.04",2025-12-17 14:46:00,2025-12-17 14:48:00,2571,"14:47",11042025,26,26,"","14:47:02",2920.17,17649,2199.11548611111,1.00002314814815,1078.63259872438,100.242544803227
116,"CCNRD","208","30",10.0047,"148b","208CCNRD30","2.04",2025-12-17 14:48:00,2025-12-17 14:50:00,3011,"14:49",11042025,26,26,"","14:49:02",2590.08833333333,17803,1869.03381944444,1.00002314814815,916.732576576137,85.3973616570464
117,"CCNRD","208","30",10.0062,"148c","208CCNRD30","2.04",2025-12-17 14:50:00,2025-12-17 14:52:00,2672,"14:51",11042025,26,26,"","14:51:03",2652.57833333333,17972,1931.52381944444,1.00002314814815,947.382968299531,88.2393404107394
118,"CCNRD","209","30",10.0011,"149a","209CCNRD30","2.04",2025-12-17 14:52:00,2025-12-17 14:54:00,2740,"14:53",11042025,26,26,"","14:53:05",3046.56333333333,18149,2325.50881944444,1.00002314814815,1140.62660061096,106.292246290534
119,"CCNRD","209","30",10.0361,"149b","209CCNRD30","2.04",2025-12-17 14:54:00,2025-12-17 14:56:00,3146,"14:55",11042025,26,26,"","14:55:02",3101.855,18293,2380.80048611111,1.00002314814815,1167.74631964397,108.439969454842
120,"CCNRD","209","30",10.0161,"149c","209CCNRD30","2.04",2025-12-17 14:56:00,2025-12-17 14:58:00,3214,"14:57",11042025,26,26,"","14:57:01",3272.89333333333,18463,2551.83881944444,1.00002314814815,1251.63801297703,116.462458021429
121,"CCNRD","210","30",10.0278,"150a","210CCNRD30","2.04",2025-12-17 14:58:00,2025-12-17 15:00:00,3349,"14:59",11042025,26,26,"","14:59:01",3213.51166666667,18589,2492.45715277778,1.00002314814815,1222.51221133643,113.619638106769
122,"CCNRD","210","30",10.0057,"150b","210CCNRD30","2.04",2025-12-17 15:00:00,2025-12-17 15:02:00,3315,"15:01",11042025,26,26,"","15:01:01",3040.77333333333,18761,2319.71881944444,1.00002314814815,1137.78669393664,105.978857313604
123,"CCNRD","210","30",10.0083,"150c","210CCNRD30","2.04",2025-12-17 15:02:00,2025-12-17 15:04:00,3078,"15:03",11042025,26,26,"","15:03:04",2593.13166666667,18935,1872.07715277778,1.00002314814815,918.225285150494,85.505645949711
124,"CCNRD","211","30",10.0179,"151a","211CCNRD30","2.04",2025-12-17 15:04:00,2025-12-17 15:06:00,2740,"15:05",11042025,26,26,"","15:05:05",2549.72833333333,19104,1828.67381944444,1.00002314814815,896.936612262549,83.4431939328305
125,"CCNRD","211","30",10.00357,"151b","211CCNRD30","2.04",2025-12-17 15:06:00,2025-12-17 15:08:00,2672,"15:07",11042025,26,26,"","15:07:06",2400.36666666667,19271,1679.31215277778,1.00002314814815,823.676993254831,76.7375235097442
126,"CCNRD","211","30",10.0209,"151c","211CCNRD30","2.04",2025-12-17 15:08:00,2025-12-17 15:10:00,2503,"15:09",11042025,26,26,"","15:09:01",2207.66333333333,19422,1486.60881944444,1.00002314814815,729.158947918451,67.8143089837216
127,"CCNRD","212","30",10.0018,"152a","212CCNRD30","2.04",2025-12-17 15:10:00,2025-12-17 15:12:00,2503,"15:11",11042025,26,26,"","15:11:06",2413.44,19591,1692.38548611111,1.00002314814815,830.089263822876,77.348605839968
128,"CCNRD","212","30",10.0068,"152b","212CCNRD30","2.04",2025-12-17 15:12:00,2025-12-17 15:14:00,2639,"15:13",11042025,26,26,"","15:13:03",2551.535,19756,1830.48048611111,1.00002314814815,897.82275470209,83.6182833809104
129,"CCNRD","212","30",10.0198,"152c","212CCNRD30","2.04",2025-12-17 15:14:00,2025-12-17 15:16:00,2537,"15:15",11042025,26,26,"","15:15:02",2436.93166666667,19919,1715.87715277778,1.00002314814815,841.611567960638,78.2813853339684
130,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 15:16:00,2025-12-17 15:18:00,812,"15:17",11042025,26,26,"","15:17:05",692.253833333333,20094,-28.8006805555556,1.00002314814815,-14.1262944619636,NA
131,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 15:18:00,2025-12-17 15:20:00,778,"15:19",11042025,26,26,"","15:19:12",700.772333333333,20242,-20.2821805555556,1.00002314814815,-9.9481001605437,NA
132,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 15:20:00,2025-12-17 15:22:00,778,"15:21",11042025,26,26,"","15:21:09",672.659166666667,NA,-48.3953472222223,1.00002314814815,-23.7371795479399,NA
