"pause","study","plot","depth.cm","soilmass","cup_label","sample.id","mL_water","start","end","ppm.approx","readtime","readdate","temp1_C","temp2_C","NOTES","time","ppm","line","ppm.corr","days","ugC.L","ugC.g.day"
13,"CCNRD","307","90",10.0212,"245a","307CCNRD90","2",2025-12-17 01:32:00,2025-12-17 01:34:00,1950,"1:33",20251216,25,25.5,"","13:33:10",1898.26333333333,2013,1210.24675,1.00002314814815,593.60756872242,55.2059082557057
14,"CCNRD","307","90",10.0104,"245b","307CCNRD90","2",2025-12-17 01:34:00,2025-12-17 01:36:00,1654,"1:35",20251216,25,25.5,"","13:35:00",1701.785,2140,1013.76841666667,1.00002314814815,497.237943473162,46.2933585188481
15,"CCNRD","307","90",10.0212,"245c","307CCNRD90","2",2025-12-17 01:36:00,2025-12-17 01:38:00,1971,"1:39",20251216,25,25.5,"bathroom","13:39:00",1913.05,2512,1225.03341666667,1.00002314814815,600.860203153795,55.8804081983064
16,"CCNRD","308","90",10.0035,"246a","308CCNRD90","2",2025-12-17 01:38:00,2025-12-17 01:40:00,1833,"1:40",20251216,25,25.5,"","13:39:59",1766.86333333333,2580,1078.84675,1.00002314814815,529.157873211876,49.2991175095287
17,"CCNRD","308","90",10.0066,"246b","308CCNRD90","2",2025-12-17 01:40:00,2025-12-17 01:42:00,1749,"1:41",20251216,25,25.5,"","13:41:36",1686.36833333333,2714,998.35175,1.00002314814815,489.676303652353,45.6066746882742
18,"CCNRD","308","90",10.0086,"246c","308CCNRD90","2",2025-12-17 01:42:00,2025-12-17 01:44:00,1833,"1:43",20251216,25,25.5,"","13:43:01",1783.47666666667,2825,1095.46008333333,1.00002314814815,537.306459777694,50.0327747029327
19,"CCNRD","309","90",10.0018,"247a","309CCNRD90","2",2025-12-17 01:44:00,2025-12-17 01:46:00,1729,"1:45",20251216,25,25.5,"","13:45:01",1669.32333333333,2963,981.30675,1.00002314814815,481.315991171553,44.8495390895043
20,"CCNRD","309","90",10.0224,"247b","309CCNRD90","2",2025-12-17 01:46:00,2025-12-17 01:48:00,1815,"1:47",20251216,25,25.5,"","13:47:02",1857.71333333333,3115,1169.69675,1.00002314814815,573.718412307256,53.3498147263476
21,"CCNRD","309","90",10.0303,"247c","309CCNRD90","2",2025-12-17 01:48:00,2025-12-17 01:50:00,2057,"1:49",20251216,25,25.5,"","13:49:04",2085.18,3284,1397.16341666667,1.00002314814815,685.287342333628,63.6743685589942
22,"CCNRD","310","90",10.0266,"248a","310CCNRD90","2",2025-12-17 01:50:00,2025-12-17 01:52:00,1833,"1:51",20251216,25,25.5,"","13:51:03",1802.29166666667,3462,1114.27508333333,1.00002314814815,546.534930257381,50.8007464432353
23,"CCNRD","310","90",10.0295,"248b","310CCNRD90","2",2025-12-17 01:52:00,2025-12-17 01:54:00,1695,"1:53",20251216,25,25.5,"","13:53:12",1698.04166666667,3656,1010.02508333333,1.00002314814815,495.401895577212,46.0345858804694
24,"CCNRD","310","90",10.0092,"248c","310CCNRD90","2",2025-12-17 01:54:00,2025-12-17 01:56:00,1677,"1:55",20251216,25,25.5,"","13:55:01",1602.81333333333,3795,914.79675,1.00002314814815,448.693850772722,41.7788623456297
25,"CCNRD","311","90",10.0129,"249a","311CCNRD90","2",2025-12-17 01:56:00,2025-12-17 01:58:00,1850,"1:57",20251216,25,25.5,"","13:57:01",1880.01,3955,1191.99341666667,1.00002314814815,584.654587174583,54.4183465486832
26,"CCNRD","311","90",10.0307,"249b","311CCNRD90","2",2025-12-17 01:58:00,2025-12-17 02:00:00,2333,"1:59",20251216,25,25.5,"","13:59:40",2312.495,4191,1624.47841666667,1.00002314814815,796.781882173654,74.0310770686395
27,"CCNRD","311","90",10.014,"249c","311CCNRD90","2",2025-12-17 02:00:00,2025-12-17 02:02:00,2402,"2:01",20251216,25,25.5,"","14:01:04",2396.47833333333,4306,1708.46175,1.00002314814815,837.974426019117,77.9882251793442
28,"CCNRD","312","90",9.9954,"257a","312CCNRD90","2",2025-12-17 02:02:00,2025-12-17 02:04:00,1781,"2:03",20251216,25,25.5,"","14:03:12",1718.06833333333,4490,1030.05175,1.00002314814815,505.224670073086,47.1075187592256
29,"CCNRD","312","90",9.9626,"257b","312CCNRD90","2",2025-12-17 02:04:00,2025-12-17 02:06:00,1607,"2:05",20251216,25,25.5,"","14:05:10",1724.30666666667,4657,1036.29008333333,1.00002314814815,508.284477408144,47.5488494400312
30,"CCNRD","312","90",10.0071,"257c","312CCNRD90","2",2025-12-17 02:06:00,2025-12-17 02:08:00,1892,"2:07",20251216,25,25.5,"","14:07:03",1636.89,4800,948.873416666667,1.00002314814815,465.407935937722,43.3442411668807
31,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 02:08:00,2025-12-17 02:10:00,582,"2:09",20251216,25,25.5,"","14:09:01",641.1575,4938,-46.8590833333333,1.00002314814815,-22.9836655459403,NA
32,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 02:10:00,2025-12-17 02:12:00,810,"2:11",20251216,25,25.5,"","14:11:05",655.107333333333,5116,-32.9092499999999,1.00002314814815,-16.1414850987852,NA
33,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 02:12:00,2025-12-17 02:14:00,525,"2:13",20251216,25,25.5,"","14:13:21",675.6985,5301,-12.3180833333333,1.00002314814815,-6.04183196428346,NA
34,"CCNRD","401","90",10.0098,"260a","401CCNRD90","2",2025-12-17 02:14:00,2025-12-17 02:16:00,2348,"2:15",20251216,25,25.5,"pause timing off/soil seems dark for this depth","14:15:01",2487.28833333333,5428,1799.27175,1.00002314814815,882.515345724692,82.1680016788238
35,"CCNRD","401","90",10,"260b","401CCNRD90","2",2025-12-17 02:16:00,2025-12-17 02:18:00,1835,"2:17",20251216,25,25.5,"soil seems dark for this depth","14:17:21",1683.87333333333,5620,995.85675,1.00002314814815,488.452544213245,45.5227233539302
36,"CCNRD","401","90",10.0344,"260c","401CCNRD90","2",2025-12-17 02:18:00,2025-12-17 02:20:00,1721,"2:19",20251216,25,25.5,"soil seems dark for this depth","14:19:03",1855.56,5719,1167.54341666667,1.00002314814815,572.662235156069,53.1879184399622
37,"CCNRD","402","90",10.0237,"261a","402CCNRD90","2",2025-12-17 02:20:00,2025-12-17 02:22:00,2405,"2:21",20251216,25,25.5,"","14:21:00",2474.43,5869,1786.41341666667,1.00002314814815,876.20852937685,81.4676662738386
38,"CCNRD","402","90",9.9929,"261b","402CCNRD90","2",2025-12-17 02:22:00,2025-12-17 02:24:00,2065,"2:23",20251216,25,25.5,"","14:23:01",2221.13833333333,6030,1533.12175,1.00002314814815,751.972830807406,70.132039304954
39,"CCNRD","402","90",9.9854,"261c","402CCNRD90","2",2025-12-17 02:24:00,2025-12-17 02:26:00,2234,"2:25",20251216,25,25.5,"","14:24:59",2460.77666666667,6170,1772.76008333333,1.00002314814815,869.511777656627,81.1551082879705
40,"CCNRD","403","90",10.0187,"264a","403CCNRD90","2",2025-12-17 02:26:00,2025-12-17 02:28:00,1835,"2:27",20251216,25,25.5,"","14:27:02",1646.34666666667,6354,958.330083333334,1.00002314814815,470.046286677535,43.7255331135568
41,"CCNRD","403","90",9.9836,"264b","403CCNRD90","2",2025-12-17 02:28:00,2025-12-17 02:30:00,1721,"2:29",20251216,25,25.5,"","14:29:37",1883.57333333333,6370,1195.55675,1.00002314814815,586.402347816409,54.74120932029
42,"CCNRD","403","90",10.0304,"264c","403CCNRD90","2",2025-12-17 02:30:00,2025-12-17 02:32:00,2063,"2:31",20251216,25,25.5,"","14:30:59",2015.90333333333,6472,1327.88675,1.00002314814815,651.308194139928,60.5165482824656
43,"CCNRD","404","90",9.9989,"265a","404CCNRD90","2",2025-12-17 02:32:00,2025-12-17 02:34:00,1892,"2:33",20251216,25,25.5,"","14:33:33",1866.31,6695,1178.29341666667,1.00002314814815,577.934946166254,53.8682156741466
44,"CCNRD","404","90",9.9967,"265b","404CCNRD90","2",2025-12-17 02:34:00,2025-12-17 02:36:00,1835,"2:35",20251216,25,25.5,"","14:35:01",1720.88666666667,6803,1032.87008333333,1.00002314814815,506.607019579787,47.2302672806014
45,"CCNRD","404","90",10.0396,"265c","404CCNRD90","2",2025-12-17 02:36:00,2025-12-17 02:38:00,2006,"2:37",20251216,25,25.5,"soil seems dark for this depth","14:37:00",2133.97666666667,6956,1445.96008333333,1.00002314814815,709.221362946993,65.8371857271759
46,"CCNRD","405","90",9.9798,"266a","405CCNRD90","2",2025-12-17 02:38:00,2025-12-17 02:40:00,2405,"2:39",20251216,25,25.5,"soil seems dark for this depth","14:39:08",1799.13333333333,6969,1111.11675,1.00002314814815,544.985815937335,50.8943088199556
47,"CCNRD","405","90",9.9807,"266b","405CCNRD90","2",2025-12-17 02:40:00,2025-12-17 02:42:00,2234,"2:41",20251216,25,25.5,"soil seems dark for this depth","14:41:42",2092.99,7252,1404.97341666667,1.00002314814815,689.11802819312,64.3485061705832
48,"CCNRD","405","90",9.9945,"266c","405CCNRD90","2",2025-12-17 02:42:00,2025-12-17 02:44:00,2348,"2:44",20251216,25,25.5,"","14:44:03",2073.125,7438,1385.10841666667,1.00002314814815,679.374548731043,63.3510853849383
49,"CCNRD","406","90",10.0332,"267a","406CCNRD90","2",2025-12-17 02:44:00,2025-12-17 02:46:00,2746,"2:46",20251216,25,25.5,"","14:46:01",2452.43166666667,7611,1764.41508333333,1.00002314814815,865.418682458488,80.3882651473837
50,"CCNRD","406","90",9.9889,"267b","406CCNRD90","2",2025-12-17 02:46:00,2025-12-17 02:48:00,2153,"2:47",20251216,25,25.5,"","14:47:20",2250.96,7694,1562.94341666667,1.00002314814815,766.599903381863,71.5248497483833
51,"CCNRD","406","90",10.0269,"267c","406CCNRD90","2",2025-12-17 02:48:00,2025-12-17 02:50:00,2443,"2:49",20251216,25,25.5,"","14:49:01",2218.02333333333,7829,1530.00675,1.00002314814815,750.444970826315,69.7522188342858
52,"CCNRD","407","90",9.9766,"268a","407CCNRD90","2",2025-12-17 02:50:00,2025-12-17 02:52:00,2661,"2:51",20251216,25,25.5,"","14:51:02",2420.71,7988,1732.69341666667,1.00002314814815,849.859688868278,79.3908641735425
53,"CCNRD","407","90",10.0068,"268b","407CCNRD90","2",2025-12-17 02:52:00,2025-12-17 02:54:00,2733,"2:53",20251216,25,25.5,"stop early","14:52:22",2550.42333333333,8075,1862.40675,1.00002314814815,913.482100108697,85.0767088606742
54,"CCNRD","407","90",9.9606,"268c","407CCNRD90","2",2025-12-17 02:54:00,2025-12-17 02:56:00,2443,"2:55",20251216,25,25.5,"stop early","14:54:05",2583.07,8169,1895.05341666667,1.00002314814815,929.494792088156,86.9695694738112
55,"CCNRD","408","90",9.9987,"269a","408CCNRD90","2",2025-12-17 02:56:00,2025-12-17 02:58:00,1863,"2:57",20251216,25,25.5,"soil seems dark for this depth","14:57:01",1974.75666666667,8381,1286.74008333333,1.00002314814815,631.126381826834,58.827264765467
56,"CCNRD","408","90",9.9691,"269b","408CCNRD90","2",2025-12-17 02:58:00,2025-12-17 03:00:00,NA,"2:59",20251216,25,25.5,"soil seems dark for this depth","15:00:52",1725.44333333333,8795,1037.42675,1.00002314814815,508.841995068446,47.569967385522
57,"CCNRD","408","90",9.9831,"269c","408CCNRD90","2",2025-12-17 03:00:00,2025-12-17 03:02:00,1790,"3:01",20251216,25,25.5,"soil seems dark for this depth","15:02:21",2020.36833333333,8911,1332.35175,1.00002314814815,653.498208526949,61.007726262855
58,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 03:02:00,2025-12-17 03:04:00,485,"3:03",20251216,25,25.5,"timing got off for the last 10 mins","15:03:49",718.781,9029,30.7644166666666,1.00002314814815,15.0894770679314,NA
59,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 03:04:00,2025-12-17 03:06:00,558,"3:05",20251216,25,25.5,"","15:05:01",752.831,9127,64.8144166666667,1.00002314814815,31.7904826397278,NA
60,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 03:06:00,2025-12-17 03:08:00,NA,"3:07",20251216,25,25.5,"","15:07:02",684.524166666667,NA,-3.49241666666671,1.00002314814815,-1.71297709865008,NA
